course_url,course_name,learning_product_type,course_provided_by,course_rating,course_rated_by,enrolled_student_count,course_difficulty,skills,description,percentage_of_new_career_starts,percentage_of_pay_increase_or_promotion,estimated_time_to_complete,instructors,platform
https://www.coursera.org/specializations/gcp-architecture,Architecting with Google Compute Engine,SPECIALIZATION,Google Cloud,4.7,35574.0,320000.0,Intermediate,"['Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing', 'Virtual Machine', 'Network Architecture', 'Debugging', 'Cloud Storage', 'Data Store', 'Load Balancing', 'Virtual Private Network (VPN)', 'Autoscaling']","This specialization introduces learners to the comprehensive and flexible infrastructure and platform services provided by Google Cloud Platform, with a focus on Compute Engine. Through a combination of presentations, demos, and hands-on labs, participants explore and deploy solution elements, including infrastructure components such as networks, systems and applications services. This course also covers deploying practical solutions including securely interconnecting networks, customer-supplied encryption keys, security and access management, quotas and billing, and resource monitoring.

This class is intended for Cloud Solutions Architects, DevOps Engineers or individuals using Compute Engine.

Note: This Specialization used to be called Architecting with Google Cloud Platform. As the Specialization is now focused on Compute Engine as the computing platform, we have renamed it to Architecting with Google Compute Engine. If you are looking to learn more about App Engine, Cloud Functions and Google Kubernetes Engine, which are services previously covered in the Elastic Cloud Infrastructure: Containers and Services course of this specialization, please refer to the Developing Applications with Google Cloud Platform Specialization and the Architecting with Kubernetes Engine Specialization.

>>> By enrolling in this specialization you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<",36.0,50.0,3 months,['Google Cloud Training'],Coursera
https://www.coursera.org/specializations/wharton-business-foundations,Business Foundations,SPECIALIZATION,University of Pennsylvania,4.7,16551.0,520000.0,Beginner,"['Positioning (Marketing)', 'Marketing', 'Marketing Strategy', 'Customer Satisfaction', 'Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet', 'Decision-Making', 'Change Management', 'Human Resources (HR)', 'Discounted Cash Flow']","In this Specialization, you’ll develop basic literacy in the language of business, which you can use to transition to a new career, start or improve your own small business, or apply to business school to continue your education. In five courses, you’ll learn the fundamentals of marketing, accounting, operations, and finance. In the final Capstone Project, you’ll apply the skills learned by developing a go-to-market strategy to address a real business challenge.",48.0,11.0,7 months,"['Peter Fader', 'Christian Terwiesch', 'Jagmohan Raju', 'Brian J Bushee', 'Peter Cappelli', 'Michael R Roberts', 'Barbara E. Kahn', 'Michael Useem']",Coursera
https://www.coursera.org/specializations/jhu-data-science,Data Science,SPECIALIZATION,Johns Hopkins University,4.5,37117.0,850000.0,Beginner,"['Github', 'Machine Learning', 'R Programming', 'Regression Analysis', 'Data Science', 'Rstudio', 'Data Analysis', 'Debugging', 'Data Manipulation', 'Regular Expression (REGEX)', 'Data Cleansing', 'Cluster Analysis']","Ask the right questions, manipulate data sets, and create visualizations to communicate results.

This Specialization covers the concepts and tools you'll need throughout the entire data science pipeline, from asking the right kinds of questions to making inferences and publishing results. In the final Capstone Project, you’ll apply the skills learned by building a data product using real-world data. At completion, students will have a portfolio demonstrating their mastery of the material.",43.0,19.0,11 months,"['Jeff Leek', ' PhD', 'Roger D. Peng', ' PhD', 'Brian Caffo', ' PhD']",Coursera
https://www.coursera.org/professional-certificates/gcp-data-engineering,Data Engineering with Google Cloud,PROFESSIONAL CERTIFICATE,Google Cloud,4.6,11388.0,130000.0,Intermediate,"['Tensorflow', 'Bigquery', 'Google Cloud Platform', 'Cloud Computing']","This program provides the skills you need to advance your career in data engineering and recommends training to support your preparation for the industry-recognized Google Cloud Professional Data Engineer certification. Through a combination of presentations, demos, and labs, you will enable data-driven decision making by collecting, transforming, and publishing data; and you'll gain real world experience through a number of hands-on Qwiklabs projects.

You'll also have the opportunity to practice key job skills, including designing, building, and running data processing systems; and operationalizing machine-learning models.

Upon successful completion of this program, you will earn a certificate of completion to share with your professional network and potential employers.

If you would like to become Google Cloud certified and demonstrate your proficiency to design and build data processing systems and operationalize machine learning models on Google Cloud Platform, you will need to register for, and pass the official Google Cloud certification exam. You can find more details on how to register and additional resources to support your preparation at cloud.google.com/certifications.",45.0,45.0,4 months,['Google Cloud Training'],Coursera
https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,IBM Applied AI,PROFESSIONAL CERTIFICATE,IBM,4.6,19683.0,230000.0,Beginner,"['Data Science', 'Deep Learning', 'Artificial Intelligence (AI)', 'Machine Learning', 'Watson AI', 'Jobs', 'Application Programming Interfaces (API)', 'watson', 'Python Programming', 'Numpy', 'Pandas', 'Artifical Intelligence']","Artificial Intelligence (AI) is transforming our world. Whether you’re a student, developer, or a technology consultant, understanding AI and knowing how to create AI powered applications can give you an edge in your career. This Professional Certificate is designed to arm you with the skills to work as an AI Application Developer.

It will give you a firm understanding of AI, its applications, and its use cases. You will become familiar with IBM Watson AI services and APIs. Even if you have no programming background, you will be able to create AI driven chatbots as well as pick up practical Python skills to work with AI. The courses will also enable you to apply pre-built AI smarts to your products and solutions. A learner with no prior knowledge of AI will learn to design, build, and deploy AI-powered applications on the web.

Rather than create complex AI algorithms and interfaces from scratch, learners will use IBM Watson AI services and APIs to create smart applications with minimal coding. By the end of this Professional Certificate, learners will complete several projects that showcase proficiency in applying AI and building AI powered solutions.",41.0,14.0,7 months,"['Joseph Santarcangelo', 'Yi Leng Yao', 'Sacchit Chadha', 'Rav Ahuja', 'Tanmay Bakshi', 'Antonio Cangiano']",Coursera
https://www.coursera.org/specializations/gcp-data-machine-learning,"Data Engineering, Big Data, and Machine Learning on GCP",SPECIALIZATION,Google Cloud,4.6,11246.0,130000.0,Intermediate,"['Tensorflow', 'Bigquery', 'Google Cloud Platform', 'Cloud Computing']","This online specialization provides participants a hands-on introduction to designing and building data pipelines on Google Cloud Platform. Through a combination of presentations, demos, and hand-on labs, participants will learn how to design data processing systems, build end-to-end data pipelines, analyze data and derive insights. The course covers structured, unstructured, and streaming data.

This course teaches the following skills:

• Design and build data pipelines on Google Cloud Platform

• Lift and shift your existing Hadoop workloads to the Cloud using Cloud Dataproc.

• Process batch and streaming data by implementing autoscaling data pipelines on Cloud Dataflow

• Manage your data Pipelines with Data Fusion and Cloud Composer.

• Derive business insights from extremely large datasets using Google BigQuery

• Learn how to use pre-built ML APIs on unstructured data and build different kinds of ML models using BigQuery ML.

• Enable instant insights from streaming data

This class is intended for developers who are responsible for:

• Extracting, Loading, Transforming, cleaning, and validating data

• Designing pipelines and architectures for data processing

• Integrating analytics and machine learning capabilities into data pipelines

• Querying datasets, visualizing query results and creating reports

>>> By enrolling in this specialization you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<",45.0,45.0,3 months,['Google Cloud Training'],Coursera
https://www.coursera.org/specializations/excel,Excel Skills for Business,SPECIALIZATION,Macquarie University,4.9,16474.0,260000.0,Beginner,"['Data Validation', 'Microsoft Excel', 'Microsoft Excel Macro', 'Pivot Table', 'Graphs', 'Spreadsheet', 'Chart', 'Concatenation', 'Consolization', 'Pivot Chart', 'Lookup Table', 'Microsoft Excel Vba']","This specialization is intended for anyone who seeks to develop one of the most critical and fundamental digital skills today. Spreadsheet software remains one of the most ubiquitous pieces of software used in workplaces across the world. Learning to confidently operate this software means adding a highly valuable asset to your employability portfolio. In the United States alone, millions of job advertisements requiring Excel skills are posted every day. Research by Burning Glass Technologies and Capital One shows that digital skills lead to higher income and better employment opportunities. At a time when digital skills jobs are growing much faster than non-digital jobs, completing this specialization will position you way ahead of others.

In this Specialization, learners develop advanced Excel Skills for Business. Upon completing the four courses in this Specialization, learners can design sophisticated spreadsheets, including professional dashboards, and perform complex calculations using advanced Excel features and techniques. Learners have acquired the skills to manage large datasets efficiently, extract meaningful information from datasets, present data and extract information effectively. In addition, learners have mastered the skills needed to validate data and prevent errors in spreadsheets, create automation, apply advanced formulas and conditional logic to help make decisions and create spreadsheets that help forecast and model data.",42.0,32.0,6 months,['A/Professor Yvonne Breyer'],Coursera
https://www.coursera.org/specializations/data-science-foundations-r,Data Science: Foundations using R,SPECIALIZATION,Johns Hopkins University,4.6,35094.0,760000.0,Beginner,"['Data Science', 'Machine Learning', 'Github', 'R Programming', 'Exploratory Data Analysis', 'Rstudio', 'Data Analysis', 'Debugging', 'Data Manipulation', 'Regular Expression (REGEX)', 'Data Cleansing', 'Cluster Analysis']","Ask the right questions, manipulate data sets, and create visualizations to communicate results.

This Specialization covers foundational data science tools and techniques, including getting, cleaning, and exploring data, programming in R, and conducting reproducible research. Learners who complete this specialization will be prepared to take the Data Science: Statistics and Machine Learning specialization, in which they build a data product using real-world data.

The five courses in this specialization are the very same courses that make up the first half of the Data Science Specialization. This specialization is presented for learners who want to start and complete the foundational part of the curriculum first, before moving onto the more advanced topics in Data Science: Statistics and Machine Learning.",39.0,15.0,5 months,"['Jeff Leek', ' PhD', 'Roger D. Peng', ' PhD', 'Brian Caffo', ' PhD']",Coursera
https://www.coursera.org/specializations/architecting-google-kubernetes-engine,Architecting with Google Kubernetes Engine,SPECIALIZATION,Google Cloud,4.7,30485.0,310000.0,Beginner,"['Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing']","The Architecting with Google Kubernetes Engine specialization will teach you how to implement solutions using Google Kubernetes Engine, or GKE, including building, scheduling, load balancing, and monitoring workloads, as well as providing for discovery of services, managing role-based access control and security, and providing persistent storage to these applications.",67.0,33.0,1 month,['Google Cloud Training'],Coursera
https://www.coursera.org/learn/financial-markets-global,Financial Markets,COURSE,Yale University,4.8,7704.0,500000.0,Beginner,"['Behavioral Finance', 'Financial Markets', 'Finance', 'Behavioral Economics']","An overview of the ideas, methods, and institutions that permit human society to manage risks and foster enterprise.  Emphasis on financially-savvy leadership skills. Description of practices today and analysis of prospects for the future. Introduction to risk management and behavioral finance principles to understand the real-world functioning of securities, insurance, and banking industries.  The ultimate goal of this course is using such industries effectively and towards a better society.",,,27 hours,['Robert Shiller'],Coursera
https://www.coursera.org/specializations/developing-apps-gcp,Developing Applications with Google Cloud Platform,SPECIALIZATION,Google Cloud,4.7,30457.0,310000.0,Intermediate,"['Debugging', 'Cloud Storage', 'Google Cloud Platform', 'Cloud Computing', 'Google Compute Engine', 'Google App Engine (GAE)', 'Data Store', 'Application Programming Interfaces (API)', 'Google Container Engine']","In this specialization, application developers learn how to design, develop, and deploy applications that seamlessly integrate managed services from the Google Cloud Platform (GCP). Through a combination of presentations, demos, and hands-on labs, participants learn how to use GCP services and pre-trained machine learning APIs to build secure, scalable, and intelligent cloud-native applications. Learners can choose to complete labs in their favorite language: Node.js, Java, or Python.

This class is intended for application developers who want to build cloud-native applications or redesign existing applications that will run on Google Cloud Platform.

This course teaches participants the following skills:

• Use best practices for application development.

• Choose the appropriate data storage option for application data.

• Implement federated identity management.

• Develop loosely coupled application components or microservices.

• Integrate application components and data sources.

• Debug, trace, and monitor applications.

• Perform repeatable deployments with containers and deployment services.

• Choose the appropriate application runtime environment; use Google Kubernetes Engine as a runtime environment and later switch to a no-ops solution with Google App Engine flexible environment.",50.0,17.0,1 month,['Google Cloud Training'],Coursera
https://www.coursera.org/specializations/security-google-cloud-platform,Security in Google Cloud Platform,SPECIALIZATION,Google Cloud,4.7,30217.0,310000.0,Intermediate,"['Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing']","Through recorded lectures, demonstrations, and hands-on labs, participants explore and deploy the components of a secure Google Cloud solution, including Cloud Identity, the GCP Resource Manager, Cloud IAM, Google Virtual Private Cloud firewalls, Google Cloud Load balancing, Cloud CDN, Cloud Storage access control technologies, Security Command Center, Stackdriver, Security Keys, Customer-Supplied Encryption Keys, the Google Data Loss Prevention API, and Cloud Armor. Participants learn mitigations for attacks at many points in a Google Cloud-based infrastructure, including Distributed Denial-of-Service attacks, phishing attacks, and threats involving content classification and use.

>>> By enrolling in this specialization you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<",36.0,33.0,4 months,['Google Cloud Training'],Coursera
https://www.coursera.org/specializations/networking-google-cloud-platform,Networking in Google Cloud,SPECIALIZATION,Google Cloud,4.7,30238.0,310000.0,Intermediate,"['Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing']","This specialization gives participants broad study of core infrastructure and networking options on Google Cloud Platform. Through recorded lectures, demonstrations, and hands-on labs, participants explore and deploy GCP networking technologies, such as Google Virtual Private Cloud (VPC) networks, subnets, firewalls; interconnection among networks; load balancing; Cloud DNS; Cloud CDN. The specialization will also cover common network design patterns and automated deployment using Deployment Manager.

This class is intended for the following participants:

● Network Engineers and Admins who are either using Google Cloud Platform or are planning to do so

● Individuals who want to be exposed to software-defined networking solutions in the cloud.

To get the most out of this course, participants should have:

*Prior understanding of the OSI 7-layer model

*Prior understanding of IPv4 addressing

*Prior experience with managing IPv4 routes",67.0,20.0,2 months,['Google Cloud Training'],Coursera
https://www.coursera.org/specializations/finance-quantitative-modeling-analysts,Finance & Quantitative Modeling for Analysts,SPECIALIZATION,University of Pennsylvania,4.5,10497.0,270000.0,Beginner,"['Financial Modeling', 'Corporate Finance', 'Microsoft Excel', 'Modeling', 'Linear Regression', 'Probabilistic Models', 'Regression Analysis', 'Monte Carlo Method', 'Linear Programming (LP)', 'Solver', 'Discounted Cash Flow', 'Decision-Making']","The role of an Analyst is dynamic, complex, and driven by a variety of skills. These skills range from a basic understanding of financial statement data and non-financial metrics that can be linked to financial performance, to a deeper dive into business and financial modeling. Analysts also utilize spreadsheet models, modeling techniques, and common investment analysis application as part of their toolkit to make informed financial decisions and investments.

This multifaceted specialization will equip a learner who might be interested in entering the dynamic world of data and business analysis, and/or is interested gaining deeper technical knowledge in Finance and Quantitative Modeling. Starting from the fundamentals of quantitative modeling, you will learn how to put data to work by using spreadsheets and leverage spreadsheets as a powerful, accessible data analysis tool. You will also be introduced to the world of corporate finance, and gain a better understanding of finance fundamentals, including a variety of real-world situations spanning personal finance, corporate decision-making and financial intermediation.",38.0,12.0,4 months,"['Richard Waterman', 'Don Huesman', 'Richard Lambert', 'Christopher D. Ittner', 'Michael R Roberts']",Coursera
https://www.coursera.org/learn/covid-19-contact-tracing,COVID-19 Contact Tracing,COURSE,Johns Hopkins University,4.9,18742.0,330000.0,Beginner,"['Ethics', 'Active Listening', 'Public Health', 'Contact Tracing', 'Epidemiology']","The COVID-19 crisis has created an unprecedented need for contact tracing across the country, requiring thousands of people to learn key skills quickly. The job qualifications for contact tracing positions differ throughout the country and the world, with some new positions open to individuals with a high school diploma or equivalent. In this introductory course, students will learn about the science of SARS-CoV-2 , including the infectious period, the clinical presentation of COVID-19, and the evidence for how SARS-CoV-2 is transmitted from person-to-person and why contact tracing can be such an effective public health intervention. Students will learn about how contact tracing is done, including how to build rapport with cases, identify their contacts, and support both cases and their contacts to stop transmission in their communities. The course will also cover several important ethical considerations around contact tracing, isolation, and quarantine. Finally, the course will identify some of the most common barriers to contact tracing efforts -- along with strategies to overcome them.",,,5 hours,"['Emily Gurley', ' PhD', ' MPH']",Coursera
https://www.coursera.org/specializations/business-analytics,Business Analytics,SPECIALIZATION,University of Pennsylvania,4.6,12651.0,290000.0,Beginner,"['Customer Analytics', 'Analytics', 'Business Analytics', 'Decision Tree', 'Predictive Analytics', 'Regression Analysis', 'Marketing Performance Measurement And Management', 'Simulation', 'Mathematical Optimization', 'Solver', 'Talent Management', 'Performance Management']","This Specialization provides an introduction to big data analytics for all business professionals, including those with no prior analytics experience. You’ll learn how data analysts describe, predict, and inform business decisions in the specific areas of marketing, human resources, finance, and operations, and you’ll develop basic data literacy and an analytic mindset that will help you make strategic decisions based on data. In the final Capstone Project, you’ll apply your skills to interpret a real-world data set and make appropriate business strategy recommendations.",46.0,21.0,6 months,"['Noah Gans', 'Ron Berman', 'Senthil Veeraraghavan', 'Peter Fader', 'Eric Bradlow', 'Matthew Bidwell', 'Martine Haas', 'Wharton Teaching Staff', 'Cade Massey', 'Sergei Savin', 'Brian J Bushee', 'Christopher D. Ittner', 'Raghu Iyengar']",Coursera
